Maker,Year,Registrations,YoY_pct
MICROAUTOTECH PVT. LTD.,2023,2,inf
MICROAUTOTECH PVT. LTD.,2024,3,50.0
MICROAUTOTECH PVT. LTD.,2025,12,300.0
MICROCON I2I PVT LTD,2021,94,
MICROCON I2I PVT LTD,2022,0,-100.0
MICROCON I2I PVT LTD,2023,0,
MICROCON I2I PVT LTD,2024,0,
MICROCON I2I PVT LTD,2025,0,
"MILAN AGROENG WORKS,DUNGRIPALI",2021,4,
"MILAN AGROENG WORKS,DUNGRIPALI",2022,0,-100.0
"MILAN AGROENG WORKS,DUNGRIPALI",2023,0,
"MILAN AGROENG WORKS,DUNGRIPALI",2024,0,
"MILAN AGROENG WORKS,DUNGRIPALI",2025,0,
MILLENNIAL MOTORS LLP,2021,0,
MILLENNIAL MOTORS LLP,2022,0,
MILLENNIAL MOTORS LLP,2023,7,inf
MILLENNIAL MOTORS LLP,2024,10,42.86
MILLENNIAL MOTORS LLP,2025,86,760.0
MINI METRO,2021,238,
MINI METRO,2022,384,61.34
MINI METRO,2023,100,-73.96
MINI METRO,2024,0,-100.0
MINI METRO,2025,0,
MINI METRO EV L.L.P,2021,3447,
MINI METRO EV L.L.P,2022,10489,204.29
MINI METRO EV L.L.P,2023,15961,52.17
MINI METRO EV L.L.P,2024,14761,-7.52
MINI METRO EV L.L.P,2025,7674,-48.01
MINSK TRACTOR (IMPORTER: ERISHA AGRITECH),2021,1,
MINSK TRACTOR (IMPORTER: ERISHA AGRITECH),2022,21,2000.0
MINSK TRACTOR (IMPORTER: ERISHA AGRITECH),2023,9,-57.14
MINSK TRACTOR (IMPORTER: ERISHA AGRITECH),2024,0,-100.0
MINSK TRACTOR (IMPORTER: ERISHA AGRITECH),2025,0,
MIRAKLE 5 AUTOMOBILES PVT LTD,2021,0,
MIRAKLE 5 AUTOMOBILES PVT LTD,2022,18,inf
MIRAKLE 5 AUTOMOBILES PVT LTD,2023,102,466.67
MIRAKLE 5 AUTOMOBILES PVT LTD,2024,17,-83.33
MIRAKLE 5 AUTOMOBILES PVT LTD,2025,0,-100.0
MITHU BAJRANG ENG.WORKS,2021,21,
MITHU BAJRANG ENG.WORKS,2022,0,-100.0
MITHU BAJRANG ENG.WORKS,2023,0,
MITHU BAJRANG ENG.WORKS,2024,0,
MITHU BAJRANG ENG.WORKS,2025,0,
MITSUBISHI MOTORS CORPORATION,2021,43,
MITSUBISHI MOTORS CORPORATION,2022,8,-81.4
MITSUBISHI MOTORS CORPORATION,2023,2,-75.0
MITSUBISHI MOTORS CORPORATION,2024,1,-50.0
MITSUBISHI MOTORS CORPORATION,2025,2,100.0
MK POWER AND E MOBILITY,2021,0,
MK POWER AND E MOBILITY,2022,0,
MK POWER AND E MOBILITY,2023,0,
MK POWER AND E MOBILITY,2024,5,inf
MK POWER AND E MOBILITY,2025,0,-100.0
MLR AUTO LTD,2021,250,
MLR AUTO LTD,2022,846,238.4
MLR AUTO LTD,2023,1903,124.94
MLR AUTO LTD,2024,5336,180.4
MLR AUTO LTD,2025,3893,-27.04
MLR MOTORS PVT LTD,2021,11,
MLR MOTORS PVT LTD,2022,3,-72.73
MLR MOTORS PVT LTD,2023,0,-100.0
MLR MOTORS PVT LTD,2024,0,
MLR MOTORS PVT LTD,2025,0,
MODEL FIN.AND COMMUNICAT,2021,39,
MODEL FIN.AND COMMUNICAT,2022,0,-100.0
MODEL FIN.AND COMMUNICAT,2023,0,
MODEL FIN.AND COMMUNICAT,2024,0,
MODEL FIN.AND COMMUNICAT,2025,0,
MODERN  AGRO  INDUSTRIES,2021,5,
MODERN  AGRO  INDUSTRIES,2022,5,0.0
MODERN  AGRO  INDUSTRIES,2023,3,-40.0
MODERN  AGRO  INDUSTRIES,2024,1,-66.67
MODERN  AGRO  INDUSTRIES,2025,1,0.0
MODERN INDUSTRIES,2021,158,
MODERN INDUSTRIES,2022,18,-88.61
MODERN INDUSTRIES,2023,0,-100.0
MODERN INDUSTRIES,2024,0,
MODERN INDUSTRIES,2025,1,inf
MODIKA INTERNATIONAL (IMPORTER: FRANKLIN EV),2021,0,
MODIKA INTERNATIONAL (IMPORTER: FRANKLIN EV),2022,0,
MODIKA INTERNATIONAL (IMPORTER: FRANKLIN EV),2023,19,inf
MODIKA INTERNATIONAL (IMPORTER: FRANKLIN EV),2024,31,63.16
MODIKA INTERNATIONAL (IMPORTER: FRANKLIN EV),2025,1,-96.77
MODLINE ASSOCIATES PVT LTD,2021,0,
MODLINE ASSOCIATES PVT LTD,2022,0,
MODLINE ASSOCIATES PVT LTD,2023,0,
MODLINE ASSOCIATES PVT LTD,2024,0,
MODLINE ASSOCIATES PVT LTD,2025,27,inf
MOHAN ENGINEERING WORKS SAMBALPUR SINDURPANK,2021,0,
MOHAN ENGINEERING WORKS SAMBALPUR SINDURPANK,2022,0,
MOHAN ENGINEERING WORKS SAMBALPUR SINDURPANK,2023,0,
MOHAN ENGINEERING WORKS SAMBALPUR SINDURPANK,2024,8,inf
MOHAN ENGINEERING WORKS SAMBALPUR SINDURPANK,2025,1,-87.5
MOHAN GENERAL TRADING COMPANY,2021,39,
MOHAN GENERAL TRADING COMPANY,2022,26,-33.33
MOHAN GENERAL TRADING COMPANY,2023,43,65.38
MOHAN GENERAL TRADING COMPANY,2024,42,-2.33
MOHAN GENERAL TRADING COMPANY,2025,11,-73.81
MOHINDRA ENGINEERING WORKS,2021,0,
MOHINDRA ENGINEERING WORKS,2022,0,
MOHINDRA ENGINEERING WORKS,2023,8,inf
MOHINDRA ENGINEERING WORKS,2024,0,-100.0
MOHINDRA ENGINEERING WORKS,2025,0,
MOHIT INDUSTRIES,2021,9,
MOHIT INDUSTRIES,2022,5,-44.44
MOHIT INDUSTRIES,2023,0,-100.0
MOHIT INDUSTRIES,2024,0,
MOHIT INDUSTRIES,2025,0,
MOMU AUTOMOTIVE,2021,0,
MOMU AUTOMOTIVE,2022,0,
MOMU AUTOMOTIVE,2023,0,
MOMU AUTOMOTIVE,2024,412,inf
MOMU AUTOMOTIVE,2025,505,22.57
MONA GREEN AUTOMOBILES PVT LTD,2021,0,
MONA GREEN AUTOMOBILES PVT LTD,2022,0,
MONA GREEN AUTOMOBILES PVT LTD,2023,0,
MONA GREEN AUTOMOBILES PVT LTD,2024,34,inf
MONA GREEN AUTOMOBILES PVT LTD,2025,35,2.94
MONDAL ENGINEERING WORKSHOP,2021,0,
MONDAL ENGINEERING WORKSHOP,2022,0,
MONDAL ENGINEERING WORKSHOP,2023,0,
MONDAL ENGINEERING WORKSHOP,2024,2,inf
MONDAL ENGINEERING WORKSHOP,2025,0,-100.0
MONDAL TRADING,2021,68,
MONDAL TRADING,2022,2,-97.06
MONDAL TRADING,2023,77,3750.0
MONDAL TRADING,2024,163,111.69
MONDAL TRADING,2025,300,84.05
MOON AGRICULTURE & FABRICATION WORKS,2021,0,
MOON AGRICULTURE & FABRICATION WORKS,2022,2,inf
MOON AGRICULTURE & FABRICATION WORKS,2023,10,400.0
MOON AGRICULTURE & FABRICATION WORKS,2024,2,-80.0
MOON AGRICULTURE & FABRICATION WORKS,2025,2,0.0
MORGAN MOTOR COMPANY (IMPORTER: REGALIA LUXURY),2021,0,
MORGAN MOTOR COMPANY (IMPORTER: REGALIA LUXURY),2022,0,
MORGAN MOTOR COMPANY (IMPORTER: REGALIA LUXURY),2023,0,
MORGAN MOTOR COMPANY (IMPORTER: REGALIA LUXURY),2024,53,inf
MORGAN MOTOR COMPANY (IMPORTER: REGALIA LUXURY),2025,132,149.06
MORRIS MOTORS LTD,2021,1,
MORRIS MOTORS LTD,2022,0,-100.0
MORRIS MOTORS LTD,2023,0,
MORRIS MOTORS LTD,2024,1,inf
MORRIS MOTORS LTD,2025,0,-100.0
MOTOR & GENERAL SALES PVT LTD,2021,1,
MOTOR & GENERAL SALES PVT LTD,2022,0,-100.0
MOTOR & GENERAL SALES PVT LTD,2023,0,
MOTOR & GENERAL SALES PVT LTD,2024,0,
MOTOR & GENERAL SALES PVT LTD,2025,0,
MOTOROYALE KINETIC PRIVATE LIMITED,2021,1,
MOTOROYALE KINETIC PRIVATE LIMITED,2022,10,900.0
MOTOROYALE KINETIC PRIVATE LIMITED,2023,1,-90.0
MOTOROYALE KINETIC PRIVATE LIMITED,2024,0,-100.0
MOTOROYALE KINETIC PRIVATE LIMITED,2025,0,
MOTOVOLT MOBILITY PVT LTD,2021,0,
MOTOVOLT MOBILITY PVT LTD,2022,0,
MOTOVOLT MOBILITY PVT LTD,2023,0,
MOTOVOLT MOBILITY PVT LTD,2024,310,inf
MOTOVOLT MOBILITY PVT LTD,2025,834,169.03
MOTRAC MOTORS PVT LTD,2021,111,
MOTRAC MOTORS PVT LTD,2022,23,-79.28
MOTRAC MOTORS PVT LTD,2023,0,-100.0
MOTRAC MOTORS PVT LTD,2024,0,
MOTRAC MOTORS PVT LTD,2025,0,
MOVE STONE SERVICES PVT LTD,2021,0,
MOVE STONE SERVICES PVT LTD,2022,825,inf
MOVE STONE SERVICES PVT LTD,2023,2965,259.39
MOVE STONE SERVICES PVT LTD,2024,4233,42.77
MOVE STONE SERVICES PVT LTD,2025,2371,-43.99
MS ANUP ENTERPRISES TRAILER SNG,2021,0,
MS ANUP ENTERPRISES TRAILER SNG,2022,0,
MS ANUP ENTERPRISES TRAILER SNG,2023,0,
MS ANUP ENTERPRISES TRAILER SNG,2024,3,inf
MS ANUP ENTERPRISES TRAILER SNG,2025,10,233.33
MS MAA MANGALA ENTERPRISES TRAILER SNG,2021,0,
MS MAA MANGALA ENTERPRISES TRAILER SNG,2022,0,
MS MAA MANGALA ENTERPRISES TRAILER SNG,2023,0,
MS MAA MANGALA ENTERPRISES TRAILER SNG,2024,0,
MS MAA MANGALA ENTERPRISES TRAILER SNG,2025,2,inf
MS PATEL INDUSTRIES JHARSUGUDA PURUNABASTI,2021,0,
MS PATEL INDUSTRIES JHARSUGUDA PURUNABASTI,2022,0,
MS PATEL INDUSTRIES JHARSUGUDA PURUNABASTI,2023,0,
MS PATEL INDUSTRIES JHARSUGUDA PURUNABASTI,2024,6,inf
MS PATEL INDUSTRIES JHARSUGUDA PURUNABASTI,2025,3,-50.0
MS SAHU INDUSTRIES TRAILER KORAPUT JEYPORE,2021,0,
MS SAHU INDUSTRIES TRAILER KORAPUT JEYPORE,2022,0,
MS SAHU INDUSTRIES TRAILER KORAPUT JEYPORE,2023,0,
MS SAHU INDUSTRIES TRAILER KORAPUT JEYPORE,2024,13,inf
MS SAHU INDUSTRIES TRAILER KORAPUT JEYPORE,2025,40,207.69
MS SAI AGRO INDUSTRIES KORAPUT JEYPORE,2021,0,
MS SAI AGRO INDUSTRIES KORAPUT JEYPORE,2022,0,
MS SAI AGRO INDUSTRIES KORAPUT JEYPORE,2023,0,
MS SAI AGRO INDUSTRIES KORAPUT JEYPORE,2024,1,inf
MS SAI AGRO INDUSTRIES KORAPUT JEYPORE,2025,0,-100.0
MS SRI SAI AGRICULTURAL EQUIPMENTS KORAPUT JEYPORE,2021,0,
MS SRI SAI AGRICULTURAL EQUIPMENTS KORAPUT JEYPORE,2022,0,
MS SRI SAI AGRICULTURAL EQUIPMENTS KORAPUT JEYPORE,2023,0,
MS SRI SAI AGRICULTURAL EQUIPMENTS KORAPUT JEYPORE,2024,39,inf
MS SRI SAI AGRICULTURAL EQUIPMENTS KORAPUT JEYPORE,2025,102,161.54
MULAG,2021,1,
MULAG,2022,1,0.0
MULAG,2023,0,-100.0
MULAG,2024,0,
MULAG,2025,0,
MULTI DIMENSIONAL SOLUTIONS,2021,10,
MULTI DIMENSIONAL SOLUTIONS,2022,10,0.0
MULTI DIMENSIONAL SOLUTIONS,2023,0,-100.0
MULTI DIMENSIONAL SOLUTIONS,2024,0,
MULTI DIMENSIONAL SOLUTIONS,2025,0,
MUNDE MECHANICAL WORKS,2021,37,
MUNDE MECHANICAL WORKS,2022,31,-16.22
MUNDE MECHANICAL WORKS,2023,71,129.03
MUNDE MECHANICAL WORKS,2024,95,33.8
MUNDE MECHANICAL WORKS,2025,61,-35.79
MV AGUSTA INDIA PVT LTD,2021,0,
MV AGUSTA INDIA PVT LTD,2022,1,inf
MV AGUSTA INDIA PVT LTD,2023,0,-100.0
MV AGUSTA INDIA PVT LTD,2024,0,
MV AGUSTA INDIA PVT LTD,2025,0,
MVM MOTORS PRIVATE LIMITED,2021,0,
MVM MOTORS PRIVATE LIMITED,2022,1,inf
MVM MOTORS PRIVATE LIMITED,2023,0,-100.0
MVM MOTORS PRIVATE LIMITED,2024,7,inf
MVM MOTORS PRIVATE LIMITED,2025,16,128.57
MYTRAH MOBILITY PVT LTD,2021,0,
MYTRAH MOBILITY PVT LTD,2022,34,inf
MYTRAH MOBILITY PVT LTD,2023,172,405.88
MYTRAH MOBILITY PVT LTD,2024,69,-59.88
MYTRAH MOBILITY PVT LTD,2025,2,-97.1
N K INDUSTRIES,2021,103,
N K INDUSTRIES,2022,117,13.59
N K INDUSTRIES,2023,129,10.26
N K INDUSTRIES,2024,174,34.88
N K INDUSTRIES,2025,170,-2.3
N S AGRO WORKS,2021,14,
N S AGRO WORKS,2022,1,-92.86
N S AGRO WORKS,2023,0,-100.0
N S AGRO WORKS,2024,0,
N S AGRO WORKS,2025,0,
N.S. AGRO WORKS,2021,45,
N.S. AGRO WORKS,2022,30,-33.33
N.S. AGRO WORKS,2023,28,-6.67
N.S. AGRO WORKS,2024,16,-42.86
N.S. AGRO WORKS,2025,15,-6.25
N0VA AUTOMOTIVE TECHNOLOGIES PVT. LTD,2021,288,
N0VA AUTOMOTIVE TECHNOLOGIES PVT. LTD,2022,1723,498.26
N0VA AUTOMOTIVE TECHNOLOGIES PVT. LTD,2023,4925,185.84
N0VA AUTOMOTIVE TECHNOLOGIES PVT. LTD,2024,4447,-9.71
N0VA AUTOMOTIVE TECHNOLOGIES PVT. LTD,2025,1844,-58.53
NAAZ AUTO ENGG WORKS,2021,15,
NAAZ AUTO ENGG WORKS,2022,0,-100.0
NAAZ AUTO ENGG WORKS,2023,0,
NAAZ AUTO ENGG WORKS,2024,0,
NAAZ AUTO ENGG WORKS,2025,0,
NABH MOTORS PVT LTD,2021,5,
NABH MOTORS PVT LTD,2022,12,140.0
NABH MOTORS PVT LTD,2023,0,-100.0
NABH MOTORS PVT LTD,2024,0,
NABH MOTORS PVT LTD,2025,0,
NABHKIRAN AGRO INDUSTRIES,2021,1,
NABHKIRAN AGRO INDUSTRIES,2022,8,700.0
NABHKIRAN AGRO INDUSTRIES,2023,5,-37.5
NABHKIRAN AGRO INDUSTRIES,2024,0,-100.0
NABHKIRAN AGRO INDUSTRIES,2025,2,inf
NABINA WELDING,2021,2,
NABINA WELDING,2022,1,-50.0
NABINA WELDING,2023,2,100.0
NABINA WELDING,2024,1,-50.0
NABINA WELDING,2025,0,-100.0
NABINA WELDING BHANJANAGAR BYPASS ROAD,2021,0,
NABINA WELDING BHANJANAGAR BYPASS ROAD,2022,0,
NABINA WELDING BHANJANAGAR BYPASS ROAD,2023,0,
NABINA WELDING BHANJANAGAR BYPASS ROAD,2024,1,inf
NABINA WELDING BHANJANAGAR BYPASS ROAD,2025,1,0.0
"NAIK TROLLEY AND IMPL,SNG",2021,95,
"NAIK TROLLEY AND IMPL,SNG",2022,294,209.47
"NAIK TROLLEY AND IMPL,SNG",2023,1050,257.14
"NAIK TROLLEY AND IMPL,SNG",2024,698,-33.52
"NAIK TROLLEY AND IMPL,SNG",2025,250,-64.18
"NAIK TROLLEY&IMPLS,BHEDABAHAL",2021,17,
"NAIK TROLLEY&IMPLS,BHEDABAHAL",2022,9,-47.06
"NAIK TROLLEY&IMPLS,BHEDABAHAL",2023,6,-33.33
"NAIK TROLLEY&IMPLS,BHEDABAHAL",2024,5,-16.67
"NAIK TROLLEY&IMPLS,BHEDABAHAL",2025,6,20.0
NAMAH INDUSTRIES PVT LTD,2021,9,
NAMAH INDUSTRIES PVT LTD,2022,4,-55.56
NAMAH INDUSTRIES PVT LTD,2023,5,25.0
NAMAH INDUSTRIES PVT LTD,2024,380,7500.0
NAMAH INDUSTRIES PVT LTD,2025,312,-17.89
NAND ELECTRIC MOTOR VEHICLE PVT LTD,2021,0,
NAND ELECTRIC MOTOR VEHICLE PVT LTD,2022,0,
NAND ELECTRIC MOTOR VEHICLE PVT LTD,2023,3,inf
NAND ELECTRIC MOTOR VEHICLE PVT LTD,2024,0,-100.0
NAND ELECTRIC MOTOR VEHICLE PVT LTD,2025,0,
NANJING VMOTO (IMPORTER: FORTUNEV),2021,0,
NANJING VMOTO (IMPORTER: FORTUNEV),2022,0,
NANJING VMOTO (IMPORTER: FORTUNEV),2023,0,
NANJING VMOTO (IMPORTER: FORTUNEV),2024,1,inf
NANJING VMOTO (IMPORTER: FORTUNEV),2025,0,-100.0
NARAINDASS AND SONS,2021,0,
NARAINDASS AND SONS,2022,0,
NARAINDASS AND SONS,2023,4,inf
NARAINDASS AND SONS,2024,16,300.0
NARAINDASS AND SONS,2025,3,-81.25
NARENDRA INDUSTRIES,2021,0,
NARENDRA INDUSTRIES,2022,1,inf
NARENDRA INDUSTRIES,2023,0,-100.0
NARENDRA INDUSTRIES,2024,0,
NARENDRA INDUSTRIES,2025,0,
NARINDERA AGRO WORKS,2021,11,
NARINDERA AGRO WORKS,2022,20,81.82
NARINDERA AGRO WORKS,2023,22,10.0
NARINDERA AGRO WORKS,2024,24,9.09
NARINDERA AGRO WORKS,2025,9,-62.5
NARMADA INDUSTRIES,2021,4,
NARMADA INDUSTRIES,2022,0,-100.0
NARMADA INDUSTRIES,2023,2,inf
NARMADA INDUSTRIES,2024,0,-100.0
NARMADA INDUSTRIES,2025,0,
NASIR ENGINEERING WORKSHOP,2021,0,
NASIR ENGINEERING WORKSHOP,2022,0,
NASIR ENGINEERING WORKSHOP,2023,0,
NASIR ENGINEERING WORKSHOP,2024,0,
NASIR ENGINEERING WORKSHOP,2025,8,inf
NATH AGRO IMPLEMENTS PVT LTD,2021,14,
NATH AGRO IMPLEMENTS PVT LTD,2022,0,-100.0
NATH AGRO IMPLEMENTS PVT LTD,2023,0,
NATH AGRO IMPLEMENTS PVT LTD,2024,1,inf
NATH AGRO IMPLEMENTS PVT LTD,2025,6,500.0
NATIONAL ENGG WORKS,2021,7,
NATIONAL ENGG WORKS,2022,1,-85.71
NATIONAL ENGG WORKS,2023,2,100.0
NATIONAL ENGG WORKS,2024,2,0.0
NATIONAL ENGG WORKS,2025,0,-100.0
NATIONAL OILWELL VARCO,2021,0,
NATIONAL OILWELL VARCO,2022,0,
NATIONAL OILWELL VARCO,2023,0,
NATIONAL OILWELL VARCO,2024,0,
NATIONAL OILWELL VARCO,2025,2,inf
NATIONAL STEEL AND W PRODUCTS SAMBALPUR BAREIPALI,2021,0,
NATIONAL STEEL AND W PRODUCTS SAMBALPUR BAREIPALI,2022,0,
NATIONAL STEEL AND W PRODUCTS SAMBALPUR BAREIPALI,2023,0,
NATIONAL STEEL AND W PRODUCTS SAMBALPUR BAREIPALI,2024,1,inf
NATIONAL STEEL AND W PRODUCTS SAMBALPUR BAREIPALI,2025,0,-100.0
NAVDURGA ENGINEERING WORKS,2021,0,
NAVDURGA ENGINEERING WORKS,2022,0,
NAVDURGA ENGINEERING WORKS,2023,0,
NAVDURGA ENGINEERING WORKS,2024,0,
NAVDURGA ENGINEERING WORKS,2025,4,inf
NAVDURGA MECHANIC WORKS,2021,0,
NAVDURGA MECHANIC WORKS,2022,0,
NAVDURGA MECHANIC WORKS,2023,0,
NAVDURGA MECHANIC WORKS,2024,0,
NAVDURGA MECHANIC WORKS,2025,21,inf
NAVDURGA TRAILERS,2021,1,
NAVDURGA TRAILERS,2022,0,-100.0
NAVDURGA TRAILERS,2023,5,inf
NAVDURGA TRAILERS,2024,9,80.0
NAVDURGA TRAILERS,2025,0,-100.0
NAZAR SINGH & SONS,2021,13,
NAZAR SINGH & SONS,2022,24,84.62
NAZAR SINGH & SONS,2023,40,66.67
NAZAR SINGH & SONS,2024,34,-15.0
NAZAR SINGH & SONS,2025,33,-2.94
NB TURNED  COMPONENTS PVT LTD,2021,2,
NB TURNED  COMPONENTS PVT LTD,2022,0,-100.0
NB TURNED  COMPONENTS PVT LTD,2023,0,
NB TURNED  COMPONENTS PVT LTD,2024,0,
NB TURNED  COMPONENTS PVT LTD,2025,0,
NBC ENGINEERING PVT LTD,2021,0,
NBC ENGINEERING PVT LTD,2022,4,inf
NBC ENGINEERING PVT LTD,2023,0,-100.0
NBC ENGINEERING PVT LTD,2024,0,
NBC ENGINEERING PVT LTD,2025,0,
NDS ECO MOTORS PVT LTD,2021,96,
NDS ECO MOTORS PVT LTD,2022,28,-70.83
NDS ECO MOTORS PVT LTD,2023,7,-75.0
NDS ECO MOTORS PVT LTD,2024,13,85.71
NDS ECO MOTORS PVT LTD,2025,13,0.0
NEEDLE EYE PLASTIC INDUSTRIES PVT LTD,2021,354,
NEEDLE EYE PLASTIC INDUSTRIES PVT LTD,2022,542,53.11
NEEDLE EYE PLASTIC INDUSTRIES PVT LTD,2023,667,23.06
NEEDLE EYE PLASTIC INDUSTRIES PVT LTD,2024,637,-4.5
NEEDLE EYE PLASTIC INDUSTRIES PVT LTD,2025,797,25.12
NEELAM AGRO EQUIP,2021,1,
NEELAM AGRO EQUIP,2022,0,-100.0
NEELAM AGRO EQUIP,2023,0,
NEELAM AGRO EQUIP,2024,0,
NEELAM AGRO EQUIP,2025,0,
NEELAM CYCLE,2021,0,
NEELAM CYCLE,2022,8,inf
NEELAM CYCLE,2023,42,425.0
NEELAM CYCLE,2024,23,-45.24
NEELAM CYCLE,2025,9,-60.87
NEELKANTH FABRICATORS PVT LTD,2021,1,
NEELKANTH FABRICATORS PVT LTD,2022,0,-100.0
NEELKANTH FABRICATORS PVT LTD,2023,1,inf
NEELKANTH FABRICATORS PVT LTD,2024,0,-100.0
NEELKANTH FABRICATORS PVT LTD,2025,0,
NEERAJ AGRO INDUSTRIES,2021,0,
NEERAJ AGRO INDUSTRIES,2022,0,
NEERAJ AGRO INDUSTRIES,2023,2,inf
NEERAJ AGRO INDUSTRIES,2024,0,-100.0
NEERAJ AGRO INDUSTRIES,2025,0,
NEERAJ MOTORS PVT LTD,2021,0,
NEERAJ MOTORS PVT LTD,2022,0,
NEERAJ MOTORS PVT LTD,2023,0,
NEERAJ MOTORS PVT LTD,2024,25,inf
NEERAJ MOTORS PVT LTD,2025,22,-12.0
NEUON MOTORS LLP,2021,0,
NEUON MOTORS LLP,2022,0,
NEUON MOTORS LLP,2023,45,inf
NEUON MOTORS LLP,2024,111,146.67
NEUON MOTORS LLP,2025,65,-41.44
NEW ARCANA INDIA,2021,603,
NEW ARCANA INDIA,2022,1331,120.73
NEW ARCANA INDIA,2023,1253,-5.86
NEW ARCANA INDIA,2024,971,-22.51
NEW ARCANA INDIA,2025,590,-39.24
NEW BHARAT AGRICULTURAL WORKS,2021,0,
NEW BHARAT AGRICULTURAL WORKS,2022,0,
NEW BHARAT AGRICULTURAL WORKS,2023,0,
NEW BHARAT AGRICULTURAL WORKS,2024,0,
NEW BHARAT AGRICULTURAL WORKS,2025,31,inf
NEW CHAWLA INDUSTRIES,2021,0,
NEW CHAWLA INDUSTRIES,2022,0,
NEW CHAWLA INDUSTRIES,2023,0,
NEW CHAWLA INDUSTRIES,2024,173,inf
NEW CHAWLA INDUSTRIES,2025,591,241.62
NEW DEVE AGRO WORKS,2021,53,
NEW DEVE AGRO WORKS,2022,40,-24.53
NEW DEVE AGRO WORKS,2023,38,-5.0
NEW DEVE AGRO WORKS,2024,35,-7.89
NEW DEVE AGRO WORKS,2025,15,-57.14
NEW DHIMAN AGRO TESH (REGD.),2021,0,
NEW DHIMAN AGRO TESH (REGD.),2022,0,
NEW DHIMAN AGRO TESH (REGD.),2023,0,
NEW DHIMAN AGRO TESH (REGD.),2024,0,
NEW DHIMAN AGRO TESH (REGD.),2025,1,inf
NEW DURGA ENGINEERING,2021,179,
NEW DURGA ENGINEERING,2022,21,-88.27
NEW DURGA ENGINEERING,2023,7,-66.67
NEW DURGA ENGINEERING,2024,0,-100.0
NEW DURGA ENGINEERING,2025,0,
NEW FRIENDS INDUSTRIES,2021,9,
NEW FRIENDS INDUSTRIES,2022,4,-55.56
NEW FRIENDS INDUSTRIES,2023,4,0.0
NEW FRIENDS INDUSTRIES,2024,0,-100.0
NEW FRIENDS INDUSTRIES,2025,1,inf
NEW GAHIR AGRO INDUSTRIES,2021,73,
NEW GAHIR AGRO INDUSTRIES,2022,68,-6.85
NEW GAHIR AGRO INDUSTRIES,2023,77,13.24
NEW GAHIR AGRO INDUSTRIES,2024,64,-16.88
NEW GAHIR AGRO INDUSTRIES,2025,52,-18.75
NEW GOBIND AGRO INDUSTRIES,2021,0,
NEW GOBIND AGRO INDUSTRIES,2022,0,
NEW GOBIND AGRO INDUSTRIES,2023,31,inf
NEW GOBIND AGRO INDUSTRIES,2024,35,12.9
NEW GOBIND AGRO INDUSTRIES,2025,21,-40.0
NEW GOLDEN AGRICULTURE,2021,5,
NEW GOLDEN AGRICULTURE,2022,1,-80.0
NEW GOLDEN AGRICULTURE,2023,7,600.0
NEW GOLDEN AGRICULTURE,2024,7,0.0
NEW GOLDEN AGRICULTURE,2025,8,14.29
NEW GURDIAL AGRO INDUSTRIES,2021,7,
NEW GURDIAL AGRO INDUSTRIES,2022,2,-71.43
NEW GURDIAL AGRO INDUSTRIES,2023,3,50.0
NEW GURDIAL AGRO INDUSTRIES,2024,0,-100.0
NEW GURDIAL AGRO INDUSTRIES,2025,0,
NEW GURDIAL AGRO INDUSTRIES PVT LTD,2021,171,
NEW GURDIAL AGRO INDUSTRIES PVT LTD,2022,144,-15.79
NEW GURDIAL AGRO INDUSTRIES PVT LTD,2023,234,62.5
NEW GURDIAL AGRO INDUSTRIES PVT LTD,2024,283,20.94
NEW GURDIAL AGRO INDUSTRIES PVT LTD,2025,132,-53.36
NEW HIND AGRO PVT LTD,2021,27,
NEW HIND AGRO PVT LTD,2022,33,22.22
NEW HIND AGRO PVT LTD,2023,6,-81.82
NEW HIND AGRO PVT LTD,2024,1,-83.33
NEW HIND AGRO PVT LTD,2025,1,0.0
NEW HOLLAND CONSTRUCTION EQUIPMENT(I) PVT.LTD.,2021,40,
NEW HOLLAND CONSTRUCTION EQUIPMENT(I) PVT.LTD.,2022,21,-47.5
NEW HOLLAND CONSTRUCTION EQUIPMENT(I) PVT.LTD.,2023,12,-42.86
NEW HOLLAND CONSTRUCTION EQUIPMENT(I) PVT.LTD.,2024,3,-75.0
NEW HOLLAND CONSTRUCTION EQUIPMENT(I) PVT.LTD.,2025,2,-33.33
NEW HOLLAND FIAT INDIA PVT. LTD.,2021,2149,
NEW HOLLAND FIAT INDIA PVT. LTD.,2022,1321,-38.53
NEW HOLLAND FIAT INDIA PVT. LTD.,2023,18,-98.64
NEW HOLLAND FIAT INDIA PVT. LTD.,2024,5,-72.22
NEW HOLLAND FIAT INDIA PVT. LTD.,2025,4,-20.0
NEW JANTA QUALITY TRAILOR,2021,0,
NEW JANTA QUALITY TRAILOR,2022,3,inf
NEW JANTA QUALITY TRAILOR,2023,8,166.67
NEW JANTA QUALITY TRAILOR,2024,0,-100.0
NEW JANTA QUALITY TRAILOR,2025,0,
NEW KISAN ENGINEERING WORKS,2021,8,
NEW KISAN ENGINEERING WORKS,2022,13,62.5
NEW KISAN ENGINEERING WORKS,2023,10,-23.08
NEW KISAN ENGINEERING WORKS,2024,4,-60.0
NEW KISAN ENGINEERING WORKS,2025,0,-100.0
NEW LEADER AGRO ENGINEERING WORKS AP1514223723,2021,0,
NEW LEADER AGRO ENGINEERING WORKS AP1514223723,2022,0,
NEW LEADER AGRO ENGINEERING WORKS AP1514223723,2023,0,
