Maker,Year,Registrations,YoY_pct
SHREE NARAYAN EQUIPMENTS PVT LTD,2021,8,
SHREE NARAYAN EQUIPMENTS PVT LTD,2022,0,-100.0
SHREE NARAYAN EQUIPMENTS PVT LTD,2023,0,
SHREE NARAYAN EQUIPMENTS PVT LTD,2024,0,
SHREE NARAYAN EQUIPMENTS PVT LTD,2025,0,
SHREE PRABHAT AGRO INDUSTRIES,2021,0,
SHREE PRABHAT AGRO INDUSTRIES,2022,0,
SHREE PRABHAT AGRO INDUSTRIES,2023,0,
SHREE PRABHAT AGRO INDUSTRIES,2024,0,
SHREE PRABHAT AGRO INDUSTRIES,2025,7,inf
SHREE RADHE ENGINEERING BARGARH STATION ROAD,2021,0,
SHREE RADHE ENGINEERING BARGARH STATION ROAD,2022,0,
SHREE RADHE ENGINEERING BARGARH STATION ROAD,2023,0,
SHREE RADHE ENGINEERING BARGARH STATION ROAD,2024,0,
SHREE RADHE ENGINEERING BARGARH STATION ROAD,2025,1,inf
SHREE RAM AGRO INDUSTRIES,2021,0,
SHREE RAM AGRO INDUSTRIES,2022,0,
SHREE RAM AGRO INDUSTRIES,2023,0,
SHREE RAM AGRO INDUSTRIES,2024,1,inf
SHREE RAM AGRO INDUSTRIES,2025,36,3500.0
SHREE RAM ENGINEERING WORKS,2021,0,
SHREE RAM ENGINEERING WORKS,2022,0,
SHREE RAM ENGINEERING WORKS,2023,0,
SHREE RAM ENGINEERING WORKS,2024,0,
SHREE RAM ENGINEERING WORKS,2025,4,inf
SHREE SAI AGRO ENGINEERING WORKS,2021,40,
SHREE SAI AGRO ENGINEERING WORKS,2022,74,85.0
SHREE SAI AGRO ENGINEERING WORKS,2023,64,-13.51
SHREE SAI AGRO ENGINEERING WORKS,2024,23,-64.06
SHREE SAI AGRO ENGINEERING WORKS,2025,2,-91.3
SHREE SHAKTI AGRO INDIA,2021,14,
SHREE SHAKTI AGRO INDIA,2022,1,-92.86
SHREE SHAKTI AGRO INDIA,2023,0,-100.0
SHREE SHAKTI AGRO INDIA,2024,0,
SHREE SHAKTI AGRO INDIA,2025,0,
SHREE SHAKTI AUTO IND,2021,2,
SHREE SHAKTI AUTO IND,2022,1,-50.0
SHREE SHAKTI AUTO IND,2023,0,-100.0
SHREE SHAKTI AUTO IND,2024,0,
SHREE SHAKTI AUTO IND,2025,0,
SHREE SHYAM AGRO PRODUCTS BARGARH RAILWAY STATION,2021,0,
SHREE SHYAM AGRO PRODUCTS BARGARH RAILWAY STATION,2022,0,
SHREE SHYAM AGRO PRODUCTS BARGARH RAILWAY STATION,2023,0,
SHREE SHYAM AGRO PRODUCTS BARGARH RAILWAY STATION,2024,2,inf
SHREE SHYAM AGRO PRODUCTS BARGARH RAILWAY STATION,2025,9,350.0
SHREE SHYAM AGROTECH,2021,34,
SHREE SHYAM AGROTECH,2022,0,-100.0
SHREE SHYAM AGROTECH,2023,0,
SHREE SHYAM AGROTECH,2024,0,
SHREE SHYAM AGROTECH,2025,0,
SHREE SHYAM INDUSTRIES BARGARH TELENTIKRA,2021,0,
SHREE SHYAM INDUSTRIES BARGARH TELENTIKRA,2022,0,
SHREE SHYAM INDUSTRIES BARGARH TELENTIKRA,2023,0,
SHREE SHYAM INDUSTRIES BARGARH TELENTIKRA,2024,0,
SHREE SHYAM INDUSTRIES BARGARH TELENTIKRA,2025,5,inf
SHREE SIDHIVINAYAK AUTO,2021,0,
SHREE SIDHIVINAYAK AUTO,2022,0,
SHREE SIDHIVINAYAK AUTO,2023,0,
SHREE SIDHIVINAYAK AUTO,2024,31,inf
SHREE SIDHIVINAYAK AUTO,2025,206,564.52
SHREE SIRIDI SAI MINERAL & EXPORTS PVT. LTD,2021,0,
SHREE SIRIDI SAI MINERAL & EXPORTS PVT. LTD,2022,1,inf
SHREE SIRIDI SAI MINERAL & EXPORTS PVT. LTD,2023,0,-100.0
SHREE SIRIDI SAI MINERAL & EXPORTS PVT. LTD,2024,0,
SHREE SIRIDI SAI MINERAL & EXPORTS PVT. LTD,2025,0,
SHREE SWASTIK ENGINEERING CUTTACK MADHUPATNA,2021,0,
SHREE SWASTIK ENGINEERING CUTTACK MADHUPATNA,2022,0,
SHREE SWASTIK ENGINEERING CUTTACK MADHUPATNA,2023,0,
SHREE SWASTIK ENGINEERING CUTTACK MADHUPATNA,2024,31,inf
SHREE SWASTIK ENGINEERING CUTTACK MADHUPATNA,2025,73,135.48
SHREE VISHWAKARMA TRAILER WORK,2021,0,
SHREE VISHWAKARMA TRAILER WORK,2022,0,
SHREE VISHWAKARMA TRAILER WORK,2023,0,
SHREE VISHWAKARMA TRAILER WORK,2024,0,
SHREE VISHWAKARMA TRAILER WORK,2025,6,inf
SHREEJI INDUSTRIES,2021,0,
SHREEJI INDUSTRIES,2022,0,
SHREEJI INDUSTRIES,2023,0,
SHREEJI INDUSTRIES,2024,0,
SHREEJI INDUSTRIES,2025,2,inf
SHREEVARI ENERGY SYSTEMS PVT. LTD,2021,10,
SHREEVARI ENERGY SYSTEMS PVT. LTD,2022,0,-100.0
SHREEVARI ENERGY SYSTEMS PVT. LTD,2023,0,
SHREEVARI ENERGY SYSTEMS PVT. LTD,2024,0,
SHREEVARI ENERGY SYSTEMS PVT. LTD,2025,0,
SHREYA ENGINEERS,2021,44,
SHREYA ENGINEERS,2022,13,-70.45
SHREYA ENGINEERS,2023,9,-30.77
SHREYA ENGINEERS,2024,8,-11.11
SHREYA ENGINEERS,2025,3,-62.5
SHRI  BALAJI ENGINEERING WORKS,2021,4,
SHRI  BALAJI ENGINEERING WORKS,2022,0,-100.0
SHRI  BALAJI ENGINEERING WORKS,2023,0,
SHRI  BALAJI ENGINEERING WORKS,2024,0,
SHRI  BALAJI ENGINEERING WORKS,2025,0,
SHRI  PUTTARAJ INDUSTRIES,2021,3,
SHRI  PUTTARAJ INDUSTRIES,2022,0,-100.0
SHRI  PUTTARAJ INDUSTRIES,2023,0,
SHRI  PUTTARAJ INDUSTRIES,2024,0,
SHRI  PUTTARAJ INDUSTRIES,2025,0,
SHRI AVP ENGINEERING WORK,2021,16,
SHRI AVP ENGINEERING WORK,2022,7,-56.25
SHRI AVP ENGINEERING WORK,2023,4,-42.86
SHRI AVP ENGINEERING WORK,2024,2,-50.0
SHRI AVP ENGINEERING WORK,2025,0,-100.0
SHRI BALAJI AGRO INDUSTRIES,2021,1,
SHRI BALAJI AGRO INDUSTRIES,2022,0,-100.0
SHRI BALAJI AGRO INDUSTRIES,2023,0,
SHRI BALAJI AGRO INDUSTRIES,2024,0,
SHRI BALAJI AGRO INDUSTRIES,2025,0,
SHRI BALAJI ENTERPRISES,2021,1,
SHRI BALAJI ENTERPRISES,2022,0,-100.0
SHRI BALAJI ENTERPRISES,2023,0,
SHRI BALAJI ENTERPRISES,2024,0,
SHRI BALAJI ENTERPRISES,2025,0,
SHRI BARSANA E-VEHICLES PVT LTD,2021,647,
SHRI BARSANA E-VEHICLES PVT LTD,2022,1572,142.97
SHRI BARSANA E-VEHICLES PVT LTD,2023,4089,160.11
SHRI BARSANA E-VEHICLES PVT LTD,2024,5732,40.18
SHRI BARSANA E-VEHICLES PVT LTD,2025,3185,-44.43
SHRI DATTA AGRO INDUSTRIES,2021,19,
SHRI DATTA AGRO INDUSTRIES,2022,4,-78.95
SHRI DATTA AGRO INDUSTRIES,2023,5,25.0
SHRI DATTA AGRO INDUSTRIES,2024,27,440.0
SHRI DATTA AGRO INDUSTRIES,2025,58,114.81
"SHRI DATTAKRUPA ENGINEERING WORKS, BARAMATI",2021,0,
"SHRI DATTAKRUPA ENGINEERING WORKS, BARAMATI",2022,0,
"SHRI DATTAKRUPA ENGINEERING WORKS, BARAMATI",2023,1,inf
"SHRI DATTAKRUPA ENGINEERING WORKS, BARAMATI",2024,0,-100.0
"SHRI DATTAKRUPA ENGINEERING WORKS, BARAMATI",2025,0,
SHRI DURGA EQUIPMENT,2021,0,
SHRI DURGA EQUIPMENT,2022,0,
SHRI DURGA EQUIPMENT,2023,0,
SHRI DURGA EQUIPMENT,2024,1,inf
SHRI DURGA EQUIPMENT,2025,0,-100.0
SHRI ENGINEERING WORKS,2021,5,
SHRI ENGINEERING WORKS,2022,2,-60.0
SHRI ENGINEERING WORKS,2023,0,-100.0
SHRI ENGINEERING WORKS,2024,0,
SHRI ENGINEERING WORKS,2025,0,
SHRI GAJALAXMI ENGG WORKS,2021,6,
SHRI GAJALAXMI ENGG WORKS,2022,6,0.0
SHRI GAJALAXMI ENGG WORKS,2023,6,0.0
SHRI GAJALAXMI ENGG WORKS,2024,0,-100.0
SHRI GAJALAXMI ENGG WORKS,2025,0,
SHRI GANESH ENGINERRING WORKS,2021,38,
SHRI GANESH ENGINERRING WORKS,2022,43,13.16
SHRI GANESH ENGINERRING WORKS,2023,68,58.14
SHRI GANESH ENGINERRING WORKS,2024,58,-14.71
SHRI GANESH ENGINERRING WORKS,2025,4,-93.1
SHRI HARI AUTO,2021,1,
SHRI HARI AUTO,2022,0,-100.0
SHRI HARI AUTO,2023,0,
SHRI HARI AUTO,2024,0,
SHRI HARI AUTO,2025,0,
SHRI KALIKA AGRICULTURE EQUIPMENT,2021,4,
SHRI KALIKA AGRICULTURE EQUIPMENT,2022,1,-75.0
SHRI KALIKA AGRICULTURE EQUIPMENT,2023,0,-100.0
SHRI KALIKA AGRICULTURE EQUIPMENT,2024,0,
SHRI KALIKA AGRICULTURE EQUIPMENT,2025,2,inf
SHRI KRISHNA INDUSTRIES,2021,28,
SHRI KRISHNA INDUSTRIES,2022,14,-50.0
SHRI KRISHNA INDUSTRIES,2023,19,35.71
SHRI KRISHNA INDUSTRIES,2024,31,63.16
SHRI KRISHNA INDUSTRIES,2025,13,-58.06
SHRI KUMAR TRAILERS EQUIPMENTS,2021,42,
SHRI KUMAR TRAILERS EQUIPMENTS,2022,0,-100.0
SHRI KUMAR TRAILERS EQUIPMENTS,2023,0,
SHRI KUMAR TRAILERS EQUIPMENTS,2024,0,
SHRI KUMAR TRAILERS EQUIPMENTS,2025,0,
SHRI LAXMI ENGINEERING WORKS,2021,45,
SHRI LAXMI ENGINEERING WORKS,2022,86,91.11
SHRI LAXMI ENGINEERING WORKS,2023,78,-9.3
SHRI LAXMI ENGINEERING WORKS,2024,58,-25.64
SHRI LAXMI ENGINEERING WORKS,2025,21,-63.79
SHRI MAHALAXMI AGRO IND,2021,45,
SHRI MAHALAXMI AGRO IND,2022,8,-82.22
SHRI MAHALAXMI AGRO IND,2023,10,25.0
SHRI MAHALAXMI AGRO IND,2024,9,-10.0
SHRI MAHALAXMI AGRO IND,2025,4,-55.56
SHRI NAMO ELECTRIC AUTOMOTIVE,2021,214,
SHRI NAMO ELECTRIC AUTOMOTIVE,2022,264,23.36
SHRI NAMO ELECTRIC AUTOMOTIVE,2023,645,144.32
SHRI NAMO ELECTRIC AUTOMOTIVE,2024,808,25.27
SHRI NAMO ELECTRIC AUTOMOTIVE,2025,524,-35.15
SHRI NANDI TRAILER WORKS,2021,17,
SHRI NANDI TRAILER WORKS,2022,2,-88.24
SHRI NANDI TRAILER WORKS,2023,5,150.0
SHRI NANDI TRAILER WORKS,2024,2,-60.0
SHRI NANDI TRAILER WORKS,2025,1,-50.0
SHRI RADHE ENGG,2021,4,
SHRI RADHE ENGG,2022,7,75.0
SHRI RADHE ENGG,2023,2,-71.43
SHRI RADHE ENGG,2024,1,-50.0
SHRI RADHE ENGG,2025,0,-100.0
SHRI RAM AGRO INDUSTRIES,2021,15,
SHRI RAM AGRO INDUSTRIES,2022,9,-40.0
SHRI RAM AGRO INDUSTRIES,2023,19,111.11
SHRI RAM AGRO INDUSTRIES,2024,3,-84.21
SHRI RAM AGRO INDUSTRIES,2025,0,-100.0
SHRI RAM AUTO TECH PVT LTD,2021,1,
SHRI RAM AUTO TECH PVT LTD,2022,4,300.0
SHRI RAM AUTO TECH PVT LTD,2023,3,-25.0
SHRI RAM AUTO TECH PVT LTD,2024,1,-66.67
SHRI RAM AUTO TECH PVT LTD,2025,0,-100.0
SHRI RAM INDUSTRIES,2021,1,
SHRI RAM INDUSTRIES,2022,0,-100.0
SHRI RAM INDUSTRIES,2023,0,
SHRI RAM INDUSTRIES,2024,0,
SHRI RAM INDUSTRIES,2025,0,
SHRI RAM TRAILOR,2021,30,
SHRI RAM TRAILOR,2022,24,-20.0
SHRI RAM TRAILOR,2023,5,-79.17
SHRI RAM TRAILOR,2024,14,180.0
SHRI RAM TRAILOR,2025,0,-100.0
SHRI RAMA ENGINEERING,2021,29,
SHRI RAMA ENGINEERING,2022,75,158.62
SHRI RAMA ENGINEERING,2023,14,-81.33
SHRI RAMA ENGINEERING,2024,9,-35.71
SHRI RAMA ENGINEERING,2025,0,-100.0
SHRI SAI ENGG WORKS,2021,41,
SHRI SAI ENGG WORKS,2022,65,58.54
SHRI SAI ENGG WORKS,2023,106,63.08
SHRI SAI ENGG WORKS,2024,68,-35.85
SHRI SAI ENGG WORKS,2025,0,-100.0
SHRI SAI SANTOSHI MATA AGRICULTURAL WORKS,2021,38,
SHRI SAI SANTOSHI MATA AGRICULTURAL WORKS,2022,14,-63.16
SHRI SAI SANTOSHI MATA AGRICULTURAL WORKS,2023,10,-28.57
SHRI SAI SANTOSHI MATA AGRICULTURAL WORKS,2024,0,-100.0
SHRI SAI SANTOSHI MATA AGRICULTURAL WORKS,2025,0,
SHRI SENDHIL AGRO SER,2021,1,
SHRI SENDHIL AGRO SER,2022,0,-100.0
SHRI SENDHIL AGRO SER,2023,0,
SHRI SENDHIL AGRO SER,2024,0,
SHRI SENDHIL AGRO SER,2025,0,
SHRI SHANKAR ENG WORKS,2021,138,
SHRI SHANKAR ENG WORKS,2022,99,-28.26
SHRI SHANKAR ENG WORKS,2023,104,5.05
SHRI SHANKAR ENG WORKS,2024,90,-13.46
SHRI SHANKAR ENG WORKS,2025,1,-98.89
SHRI SHIVAJI ENG WORKS,2021,52,
SHRI SHIVAJI ENG WORKS,2022,54,3.85
SHRI SHIVAJI ENG WORKS,2023,23,-57.41
SHRI SHIVAJI ENG WORKS,2024,26,13.04
SHRI SHIVAJI ENG WORKS,2025,23,-11.54
SHRI SHIVSHANKAR ENTERPRISES,2021,3,
SHRI SHIVSHANKAR ENTERPRISES,2022,8,166.67
SHRI SHIVSHANKAR ENTERPRISES,2023,0,-100.0
SHRI SHIVSHANKAR ENTERPRISES,2024,0,
SHRI SHIVSHANKAR ENTERPRISES,2025,0,
SHRI SHIVSHIDHA AGRI IMPLIMENT,2021,13,
SHRI SHIVSHIDHA AGRI IMPLIMENT,2022,12,-7.69
SHRI SHIVSHIDHA AGRI IMPLIMENT,2023,4,-66.67
SHRI SHIVSHIDHA AGRI IMPLIMENT,2024,12,200.0
SHRI SHIVSHIDHA AGRI IMPLIMENT,2025,5,-58.33
SHRI SHRINIVASA ENG WORKS,2021,44,
SHRI SHRINIVASA ENG WORKS,2022,31,-29.55
SHRI SHRINIVASA ENG WORKS,2023,169,445.16
SHRI SHRINIVASA ENG WORKS,2024,71,-57.99
SHRI SHRINIVASA ENG WORKS,2025,0,-100.0
SHRI SHYAM ENGG WORKS,2021,46,
SHRI SHYAM ENGG WORKS,2022,16,-65.22
SHRI SHYAM ENGG WORKS,2023,17,6.25
SHRI SHYAM ENGG WORKS,2024,10,-41.18
SHRI SHYAM ENGG WORKS,2025,10,0.0
SHRI SHYAM INDUSTRIES,2021,7,
SHRI SHYAM INDUSTRIES,2022,9,28.57
SHRI SHYAM INDUSTRIES,2023,1,-88.89
SHRI SHYAM INDUSTRIES,2024,0,-100.0
SHRI SHYAM INDUSTRIES,2025,0,
SHRI SWASTIK ENGG,2021,90,
SHRI SWASTIK ENGG,2022,59,-34.44
SHRI SWASTIK ENGG,2023,70,18.64
SHRI SWASTIK ENGG,2024,70,0.0
SHRI SWASTIK ENGG,2025,7,-90.0
SHRI TIRUMALA ENGINEERING WORKS,2021,66,
SHRI TIRUMALA ENGINEERING WORKS,2022,52,-21.21
SHRI TIRUMALA ENGINEERING WORKS,2023,55,5.77
SHRI TIRUMALA ENGINEERING WORKS,2024,114,107.27
SHRI TIRUMALA ENGINEERING WORKS,2025,74,-35.09
SHRI VADESHWAR TRAILORS,2021,43,
SHRI VADESHWAR TRAILORS,2022,34,-20.93
SHRI VADESHWAR TRAILORS,2023,24,-29.41
SHRI VADESHWAR TRAILORS,2024,23,-4.17
SHRI VADESHWAR TRAILORS,2025,13,-43.48
SHRI VENKATARAMANA TRAILER WORK,2021,14,
SHRI VENKATARAMANA TRAILER WORK,2022,17,21.43
SHRI VENKATARAMANA TRAILER WORK,2023,6,-64.71
SHRI VENKATARAMANA TRAILER WORK,2024,19,216.67
SHRI VENKATARAMANA TRAILER WORK,2025,2,-89.47
SHRI VENKATESHWAR AGRO INDUSTRIES,2021,36,
SHRI VENKATESHWAR AGRO INDUSTRIES,2022,7,-80.56
SHRI VENKATESHWAR AGRO INDUSTRIES,2023,5,-28.57
SHRI VENKATESHWAR AGRO INDUSTRIES,2024,12,140.0
SHRI VENKATESHWAR AGRO INDUSTRIES,2025,1,-91.67
SHRI VENKATESHWARA ENGINEERING WORKS,2021,15,
SHRI VENKATESHWARA ENGINEERING WORKS,2022,39,160.0
SHRI VENKATESHWARA ENGINEERING WORKS,2023,41,5.13
SHRI VENKATESHWARA ENGINEERING WORKS,2024,20,-51.22
SHRI VENKATESHWARA ENGINEERING WORKS,2025,1,-95.0
SHRI VENUGOPAL ENGG WORKS,2021,1,
SHRI VENUGOPAL ENGG WORKS,2022,0,-100.0
SHRI VENUGOPAL ENGG WORKS,2023,0,
SHRI VENUGOPAL ENGG WORKS,2024,0,
SHRI VENUGOPAL ENGG WORKS,2025,0,
SHRI VIJAY ENGINEERING WORKS,2021,36,
SHRI VIJAY ENGINEERING WORKS,2022,32,-11.11
SHRI VIJAY ENGINEERING WORKS,2023,7,-78.12
SHRI VIJAY ENGINEERING WORKS,2024,3,-57.14
SHRI VIJAY ENGINEERING WORKS,2025,2,-33.33
SHRI VINAYAK INDUSTRIES,2021,44,
SHRI VINAYAK INDUSTRIES,2022,14,-68.18
SHRI VINAYAK INDUSTRIES,2023,22,57.14
SHRI VINAYAK INDUSTRIES,2024,33,50.0
SHRI VINAYAK INDUSTRIES,2025,16,-51.52
SHRI VISHWAKARMA AUTOMOBILE,2021,112,
SHRI VISHWAKARMA AUTOMOBILE,2022,116,3.57
SHRI VISHWAKARMA AUTOMOBILE,2023,135,16.38
SHRI VISHWAKARMA AUTOMOBILE,2024,151,11.85
SHRI VISHWAKARMA AUTOMOBILE,2025,76,-49.67
SHRIKANTH ENGINEERING WORKS,2021,0,
SHRIKANTH ENGINEERING WORKS,2022,9,inf
SHRIKANTH ENGINEERING WORKS,2023,0,-100.0
SHRIKANTH ENGINEERING WORKS,2024,0,
SHRIKANTH ENGINEERING WORKS,2025,0,
SHRINIWAS AGRO INDUSTRIES,2021,34,
SHRINIWAS AGRO INDUSTRIES,2022,99,191.18
SHRINIWAS AGRO INDUSTRIES,2023,70,-29.29
SHRINIWAS AGRO INDUSTRIES,2024,35,-50.0
SHRINIWAS AGRO INDUSTRIES,2025,20,-42.86
SHRIRAJ ELECTRIC VEHICLES,2021,1349,
SHRIRAJ ELECTRIC VEHICLES,2022,2102,55.82
SHRIRAJ ELECTRIC VEHICLES,2023,2728,29.78
SHRIRAJ ELECTRIC VEHICLES,2024,1867,-31.56
SHRIRAJ ELECTRIC VEHICLES,2025,616,-67.01
SHUBHADA INDUSTRIES,2021,10,
SHUBHADA INDUSTRIES,2022,1,-90.0
SHUBHADA INDUSTRIES,2023,0,-100.0
SHUBHADA INDUSTRIES,2024,0,
SHUBHADA INDUSTRIES,2025,0,
SHUBHAM MANUFACTURER,2021,0,
SHUBHAM MANUFACTURER,2022,0,
SHUBHAM MANUFACTURER,2023,6,inf
SHUBHAM MANUFACTURER,2024,16,166.67
SHUBHAM MANUFACTURER,2025,6,-62.5
SHUBHLAKSHMI AGRO INDUSTRIES,2021,0,
SHUBHLAKSHMI AGRO INDUSTRIES,2022,0,
SHUBHLAKSHMI AGRO INDUSTRIES,2023,0,
SHUBHLAKSHMI AGRO INDUSTRIES,2024,0,
SHUBHLAKSHMI AGRO INDUSTRIES,2025,5,inf
SHUBHLAXMI AGRO IND.,2021,14,
SHUBHLAXMI AGRO IND.,2022,1,-92.86
SHUBHLAXMI AGRO IND.,2023,1,0.0
SHUBHLAXMI AGRO IND.,2024,0,-100.0
SHUBHLAXMI AGRO IND.,2025,0,
SHUBHMARUTI AGRITECH PVT LTD,2021,0,
SHUBHMARUTI AGRITECH PVT LTD,2022,0,
SHUBHMARUTI AGRITECH PVT LTD,2023,0,
SHUBHMARUTI AGRITECH PVT LTD,2024,1,inf
SHUBHMARUTI AGRITECH PVT LTD,2025,1,0.0
SHYAM AGRO INDUSTRIES,2021,0,
SHYAM AGRO INDUSTRIES,2022,0,
SHYAM AGRO INDUSTRIES,2023,0,
SHYAM AGRO INDUSTRIES,2024,0,
SHYAM AGRO INDUSTRIES,2025,3,inf
SIDANA INDUSTRIES,2021,0,
SIDANA INDUSTRIES,2022,0,
SIDANA INDUSTRIES,2023,0,
SIDANA INDUSTRIES,2024,0,
SIDANA INDUSTRIES,2025,27,inf
SIDDHAKALA ENGINEERING AND WELDING WORKS,2021,7,
SIDDHAKALA ENGINEERING AND WELDING WORKS,2022,8,14.29
SIDDHAKALA ENGINEERING AND WELDING WORKS,2023,2,-75.0
SIDDHAKALA ENGINEERING AND WELDING WORKS,2024,15,650.0
SIDDHAKALA ENGINEERING AND WELDING WORKS,2025,11,-26.67
SIDDHESHWAR AGRO INDUSTRIES,2021,5,
SIDDHESHWAR AGRO INDUSTRIES,2022,0,-100.0
SIDDHESHWAR AGRO INDUSTRIES,2023,0,
SIDDHESHWAR AGRO INDUSTRIES,2024,1,inf
SIDDHESHWAR AGRO INDUSTRIES,2025,0,-100.0
SIDDHESWARI WELDING WORKS,2021,1,
SIDDHESWARI WELDING WORKS,2022,2,100.0
SIDDHESWARI WELDING WORKS,2023,0,-100.0
SIDDHESWARI WELDING WORKS,2024,0,
SIDDHESWARI WELDING WORKS,2025,0,
SIDDHI ENGINEERING WORKS,2021,57,
SIDDHI ENGINEERING WORKS,2022,38,-33.33
SIDDHI ENGINEERING WORKS,2023,6,-84.21
SIDDHI ENGINEERING WORKS,2024,0,-100.0
SIDDHI ENGINEERING WORKS,2025,0,
SIDDHIVINAYAK ENGINEERING,2021,0,
SIDDHIVINAYAK ENGINEERING,2022,3,inf
SIDDHIVINAYAK ENGINEERING,2023,0,-100.0
SIDDHIVINAYAK ENGINEERING,2024,5,inf
SIDDHIVINAYAK ENGINEERING,2025,0,-100.0
SIDHI DURGA ENGINEERING,2021,100,
SIDHI DURGA ENGINEERING,2022,57,-43.0
SIDHI DURGA ENGINEERING,2023,68,19.3
SIDHI DURGA ENGINEERING,2024,64,-5.88
SIDHI DURGA ENGINEERING,2025,2,-96.88
SIDHI DURGA ENGINEERING TRAILOR CUTTACK MADHUPATAN,2021,0,
SIDHI DURGA ENGINEERING TRAILOR CUTTACK MADHUPATAN,2022,0,
SIDHI DURGA ENGINEERING TRAILOR CUTTACK MADHUPATAN,2023,0,
SIDHI DURGA ENGINEERING TRAILOR CUTTACK MADHUPATAN,2024,13,inf
SIDHI DURGA ENGINEERING TRAILOR CUTTACK MADHUPATAN,2025,44,238.46
SIGMACON EQUIPMENT LLP,2021,0,
SIGMACON EQUIPMENT LLP,2022,1,inf
SIGMACON EQUIPMENT LLP,2023,1,0.0
SIGMACON EQUIPMENT LLP,2024,0,-100.0
SIGMACON EQUIPMENT LLP,2025,0,
SIMPLEENERGY PVT LTD,2021,0,
SIMPLEENERGY PVT LTD,2022,0,
SIMPLEENERGY PVT LTD,2023,66,inf
SIMPLEENERGY PVT LTD,2024,1419,2050.0
SIMPLEENERGY PVT LTD,2025,2551,79.77
SINGH AUTOMOBILES,2021,0,
SINGH AUTOMOBILES,2022,0,
SINGH AUTOMOBILES,2023,359,inf
SINGH AUTOMOBILES,2024,648,80.5
SINGH AUTOMOBILES,2025,648,0.0
SINGH ENGINEERING WORKS,2021,8,
SINGH ENGINEERING WORKS,2022,8,0.0
SINGH ENGINEERING WORKS,2023,5,-37.5
SINGH ENGINEERING WORKS,2024,0,-100.0
SINGH ENGINEERING WORKS,2025,0,
SINGH ENGINEERING WORKS BARGARH RAILWAY STATION,2021,0,
SINGH ENGINEERING WORKS BARGARH RAILWAY STATION,2022,0,
SINGH ENGINEERING WORKS BARGARH RAILWAY STATION,2023,0,
SINGH ENGINEERING WORKS BARGARH RAILWAY STATION,2024,0,
SINGH ENGINEERING WORKS BARGARH RAILWAY STATION,2025,12,inf
SINGHAL ENTERPRISES,2021,46,
SINGHAL ENTERPRISES,2022,38,-17.39
SINGHAL ENTERPRISES,2023,136,257.89
SINGHAL ENTERPRISES,2024,134,-1.47
SINGHAL ENTERPRISES,2025,102,-23.88
SIRF INDIA VEHICLES PVT LTD,2021,24,
SIRF INDIA VEHICLES PVT LTD,2022,5,-79.17
SIRF INDIA VEHICLES PVT LTD,2023,27,440.0
SIRF INDIA VEHICLES PVT LTD,2024,154,470.37
SIRF INDIA VEHICLES PVT LTD,2025,129,-16.23
SITARAM ENGINEERING WORKS,2021,7,
SITARAM ENGINEERING WORKS,2022,0,-100.0
SITARAM ENGINEERING WORKS,2023,0,
SITARAM ENGINEERING WORKS,2024,0,
SITARAM ENGINEERING WORKS,2025,0,
SITARAM WELDING WORKS,2021,0,
SITARAM WELDING WORKS,2022,0,
SITARAM WELDING WORKS,2023,0,
SITARAM WELDING WORKS,2024,0,
SITARAM WELDING WORKS,2025,5,inf
SITYOG ENGINEERING PVT LTD,2021,1,
SITYOG ENGINEERING PVT LTD,2022,0,-100.0
SITYOG ENGINEERING PVT LTD,2023,5,inf
SITYOG ENGINEERING PVT LTD,2024,2,-60.0
SITYOG ENGINEERING PVT LTD,2025,0,-100.0
SIWACH STEEL PVT LTD,2021,47,
SIWACH STEEL PVT LTD,2022,98,108.51
SIWACH STEEL PVT LTD,2023,24,-75.51
SIWACH STEEL PVT LTD,2024,14,-41.67
SIWACH STEEL PVT LTD,2025,2,-85.71
SIX SENSES AUTOMOTIVE PVT LTD,2021,0,
SIX SENSES AUTOMOTIVE PVT LTD,2022,4,inf
SIX SENSES AUTOMOTIVE PVT LTD,2023,12,200.0
SIX SENSES AUTOMOTIVE PVT LTD,2024,46,283.33
SIX SENSES AUTOMOTIVE PVT LTD,2025,28,-39.13
SIYARAM TRAILORS,2021,0,
SIYARAM TRAILORS,2022,0,
SIYARAM TRAILORS,2023,0,
SIYARAM TRAILORS,2024,1,inf
SIYARAM TRAILORS,2025,0,-100.0
SJ BIZ SOLUTIONS PVT LTD,2021,1,
SJ BIZ SOLUTIONS PVT LTD,2022,1,0.0
SJ BIZ SOLUTIONS PVT LTD,2023,0,-100.0
SJ BIZ SOLUTIONS PVT LTD,2024,0,
SJ BIZ SOLUTIONS PVT LTD,2025,0,
SKB ENGINEERING WORKS AP117952626,2021,0,
SKB ENGINEERING WORKS AP117952626,2022,2,inf
SKB ENGINEERING WORKS AP117952626,2023,0,-100.0
SKB ENGINEERING WORKS AP117952626,2024,0,
SKB ENGINEERING WORKS AP117952626,2025,0,
SKODA AUTO AS,2021,96,
SKODA AUTO AS,2022,2,-97.92
SKODA AUTO AS,2023,1,-50.0
SKODA AUTO AS,2024,87,8600.0
SKODA AUTO AS,2025,16,-81.61
SKODA AUTO INDIA PVT LTD,2021,523,
SKODA AUTO INDIA PVT LTD,2022,834,59.46
SKODA AUTO INDIA PVT LTD,2023,7,-99.16
SKODA AUTO INDIA PVT LTD,2024,3,-57.14
SKODA AUTO INDIA PVT LTD,2025,1,-66.67
